customer,Age,Education,Employ,Address,Income,Leverage,Creddebt,OthDebt,MonthlyLoad,Default,OthDebtRatio
95185,27,Bas,7,5.0,43.0,10.0,1.2,3.1,0.33,0,0.07209302325581396
95204,23,Med,3,2.0,66.0,2.7,0.79,0.99,0.07,0,0.015
95209,21,Med,1,0.0,33.0,13.1,1.31,3.01,0.53,1,0.0912121212121212
95220,49,SupInc,24,11.0,90.0,13.9,8.06,4.45,0.29,0,0.049444444444444444
95299,49,Med,28,11.0,93.0,12.8,1.56,10.34,0.27,0,0.11118279569892472
95372,19,Med,0,0.0,28.0,9.7,1.35,1.37,0.44,1,0.04892857142857143
95384,24,SupCom,0,2.0,21.0,11.0,0.72,1.59,0.63,1,0.07571428571428572
95388,23,SupCom,0,1.0,30.0,12.8,2.3,1.54,0.55,1,0.051333333333333335
95450,43,SupInc,13,9.0,82.0,9.9,1.78,6.34,0.22,0,0.0773170731707317
95481,28,Med,8,3.0,22.0,5.4,0.17,1.02,0.3,0,0.046363636363636364
95530,26,SupCom,2,3.0,36.0,14.4,1.89,3.29,0.54,1,0.0913888888888889
95541,40,SupCom,7,11.0,33.0,12.4,0.65,3.45,0.5,0,0.10454545454545455
95582,47,Bas,22,17.0,108.0,8.9,1.37,8.24,0.17,0,0.07629629629629629
95633,19,Med,0,0.0,22.0,16.8,1.64,2.06,0.93,1,0.09363636363636364
95641,71,Bas,18,27.0,57.0,11.5,2.58,3.97,0.32,0,0.06964912280701754
95723,72,SupCom,26,24.0,146.0,12.6,2.12,16.28,0.21,0,0.1115068493150685
95739,45,Med,1,10.0,43.0,2.8,0.38,0.82,0.09,0,0.019069767441860463
95833,20,SupInc,0,0.0,29.0,17.0,1.93,3.0,0.76,1,0.10344827586206896
95858,42,Med,7,8.0,47.0,7.8,1.02,2.65,0.24,0,0.05638297872340425
95859,33,SupCom,1,3.0,40.0,13.3,0.87,4.45,0.47,0,0.11125
95998,42,Med,19,8.0,63.0,20.4,5.31,7.54,0.53,0,0.11968253968253968
96001,20,SupInc,0,0.0,28.0,10.4,0.93,1.98,0.48,1,0.07071428571428572
96007,20,SupInc,0,1.0,19.0,4.5,0.35,0.51,0.28,0,0.026842105263157896
96037,20,SupInc,0,0.0,20.0,13.5,0.59,2.11,0.81,0,0.1055
96088,34,SupInc,11,5.0,68.0,11.9,3.37,4.73,0.29,0,0.06955882352941177
96098,39,Bas,12,11.0,47.0,9.5,1.03,3.43,0.3,0,0.07297872340425532
96116,42,Bas,2,10.0,38.0,3.6,0.39,0.98,0.13,1,0.025789473684210525
96167,61,Bas,7,22.0,35.0,10.4,0.7,2.94,0.4,0,0.084
96197,30,SupCom,2,6.0,61.0,2.9,0.64,1.13,0.08,1,0.018524590163934426
96228,39,SupCom,12,9.0,82.0,6.2,1.79,3.29,0.14,0,0.040121951219512196
96253,26,SupInc,5,2.0,25.0,10.8,1.13,1.57,0.54,0,0.06280000000000001
96263,62,SupInc,12,10.0,108.0,7.3,1.38,6.5,0.14,0,0.06018518518518518
96479,48,Med,17,8.0,81.0,30.0,11.64,12.66,0.67,1,0.1562962962962963
96521,39,SupInc,17,9.0,165.0,3.3,2.55,2.89,0.05,0,0.017515151515151515
96536,51,Bas,33,13.0,234.0,9.6,4.25,18.22,0.14,0,0.07786324786324786
96611,31,SupInc,4,6.0,43.0,6.9,0.66,2.31,0.23,0,0.05372093023255814
96627,45,SupInc,19,7.0,286.0,5.0,4.53,9.77,0.07,0,0.03416083916083916
96714,44,SupCom,0,9.0,167.0,10.6,7.79,9.91,0.17,1,0.059341317365269465
96732,28,Med,9,3.0,36.0,3.2,0.09,1.06,0.12,0,0.029444444444444447
96945,36,SupInc,8,4.0,41.0,11.1,1.57,2.98,0.38,1,0.07268292682926829
96961,38,Posg,4,5.0,66.0,10.7,2.4,4.66,0.27,1,0.0706060606060606
97000,61,Med,22,6.0,108.0,22.2,6.04,17.93,0.43,0,0.1660185185185185
97003,66,SupInc,6,20.0,61.0,7.7,1.2,3.49,0.2,1,0.05721311475409836
97045,24,Med,5,3.0,31.0,10.4,0.7,2.52,0.44,0,0.08129032258064516
97048,45,Bas,12,10.0,44.0,9.8,1.6,2.72,0.32,0,0.06181818181818182
97147,47,Posg,8,13.0,33.0,15.4,1.71,3.37,0.62,0,0.10212121212121213
97173,19,Med,0,0.0,25.0,3.9,0.68,0.29,0.19,1,0.0116
97191,28,Med,2,5.0,26.0,23.6,0.74,5.4,1.14,1,0.2076923076923077
97247,40,SupCom,3,10.0,35.0,10.0,1.09,2.42,0.39,1,0.06914285714285714
97289,25,SupCom,1,1.0,27.0,14.2,0.46,3.38,0.67,0,0.12518518518518518
97350,64,Bas,26,26.0,56.0,20.3,2.01,9.36,0.57,0,0.16714285714285712
97355,40,SupInc,15,4.0,78.0,15.5,3.52,8.57,0.35,0,0.10987179487179488
97357,37,Posg,1,10.0,90.0,1.8,0.25,1.37,0.04,0,0.015222222222222224
97402,56,Med,35,14.0,236.0,3.9,6.68,2.52,0.06,0,0.010677966101694915
97548,33,SupInc,8,4.0,102.0,28.8,7.93,21.44,0.57,1,0.21019607843137256
97595,66,SupInc,30,22.0,104.0,6.7,2.29,4.68,0.13,0,0.045
97629,18,Med,0,0.0,28.0,9.9,1.05,1.72,0.45,0,0.06142857142857143
97815,52,SupInc,28,23.0,108.0,3.9,2.21,2.0,0.08,0,0.018518518518518517
97845,46,Bas,2,10.0,38.0,8.2,0.5,2.62,0.3,1,0.06894736842105263
97911,51,Med,3,14.0,19.0,4.9,0.34,0.59,0.31,0,0.031052631578947366
97992,34,Med,6,4.0,45.0,9.1,1.31,2.78,0.29,0,0.06177777777777777
98023,19,Med,0,0.0,18.0,6.3,0.26,0.87,0.41,0,0.04833333333333333
98041,52,Bas,33,12.0,80.0,9.0,1.06,6.14,0.2,0,0.07675
98114,24,Bas,2,2.0,29.0,23.6,0.47,6.38,1.05,0,0.22
98144,35,SupCom,5,4.0,47.0,16.1,3.18,4.39,0.5,1,0.09340425531914893
98195,29,SupCom,1,4.0,50.0,15.1,2.67,4.88,0.45,1,0.09759999999999999
98277,47,Med,10,10.0,48.0,7.0,1.98,1.38,0.22,0,0.028749999999999998
98410,26,SupInc,4,4.0,50.0,0.8,0.13,0.27,0.02,0,0.0054
98611,27,SupCom,2,3.0,34.0,11.4,2.16,1.72,0.45,0,0.05058823529411765
98648,19,Med,0,0.0,36.0,6.7,0.89,1.52,0.25,0,0.042222222222222223
98678,51,Med,28,20.0,134.0,4.1,1.75,3.74,0.07,0,0.027910447761194033
98849,46,Bas,13,12.0,94.0,15.7,8.31,6.45,0.32,1,0.06861702127659575
98854,23,SupInc,1,1.0,30.0,13.6,2.04,2.04,0.59,1,0.068
98855,19,Med,0,0.0,20.0,5.6,0.16,0.96,0.34,1,0.048
98961,23,Med,3,1.0,27.0,17.8,0.93,3.88,0.84,1,0.1437037037037037
98972,30,SupCom,1,6.0,16.0,8.5,1.08,0.28,0.62,1,0.0175
98987,21,SupInc,0,0.0,35.0,6.8,0.91,1.47,0.26,1,0.042
99058,20,SupInc,0,0.0,35.0,5.8,0.76,1.27,0.22,0,0.03628571428571429
99139,23,SupCom,0,2.0,36.0,1.1,0.1,0.29,0.04,0,0.008055555555555555
99161,46,SupInc,2,14.0,27.0,12.1,0.55,2.72,0.57,0,0.10074074074074074
99306,43,Med,20,8.0,180.0,7.3,4.2,8.94,0.11,0,0.049666666666666665
99337,27,Med,5,3.0,28.0,5.2,0.5,0.96,0.24,0,0.03428571428571429
99363,45,Bas,3,13.0,38.0,22.1,2.59,5.8,0.8,1,0.15263157894736842
99378,22,SupInc,1,2.0,27.0,9.8,0.25,2.4,0.46,0,0.08888888888888889
99388,41,Med,13,7.0,50.0,14.2,3.72,3.38,0.43,1,0.0676
99395,52,Bas,8,6.0,43.0,17.5,3.44,4.09,0.58,0,0.09511627906976744
99428,53,Med,34,18.0,251.0,15.9,12.37,27.54,0.22,0,0.1097211155378486
99436,20,SupInc,0,0.0,45.0,7.7,1.14,2.32,0.25,1,0.05155555555555555
99449,30,Posg,2,8.0,99.0,1.5,0.8,0.69,0.03,0,0.0069696969696969695
99476,68,Med,0,17.0,22.0,12.5,1.05,1.7,0.69,0,0.07727272727272727
99524,31,SupCom,0,7.0,41.0,3.8,1.11,0.44,0.13,0,0.010731707317073172
99592,54,Med,2,21.0,32.0,6.7,0.17,1.97,0.28,0,0.0615625
99593,26,SupInc,2,3.0,38.0,7.6,1.39,1.49,0.28,1,0.03921052631578947
99634,32,Med,12,6.0,61.0,8.2,0.3,4.71,0.22,0,0.07721311475409837
120070,27,Med,4,2.0,34.0,15.1,0.84,4.3,0.6,0,0.1264705882352941
120073,60,SupInc,22,10.0,60.0,22.3,3.25,10.13,0.59,0,0.16883333333333334
120117,47,Med,13,19.0,58.0,3.5,0.62,1.41,0.1,0,0.024310344827586206
120155,47,Med,6,11.0,75.0,15.2,2.93,8.47,0.35,0,0.11293333333333334
120174,69,SupCom,7,20.0,75.0,13.5,1.03,9.09,0.31,1,0.1212
120175,45,Med,7,8.0,32.0,5.4,0.13,1.6,0.22,0,0.05
120194,29,SupInc,2,5.0,31.0,6.8,1.41,0.7,0.29,0,0.02258064516129032
120199,29,SupInc,4,5.0,67.0,7.9,0.93,4.36,0.2,0,0.06507462686567164
120278,27,Bas,5,2.0,33.0,5.1,0.58,1.1,0.21,0,0.03333333333333333
120285,44,Bas,9,3.0,37.0,18.4,2.92,3.89,0.68,0,0.10513513513513514
120304,21,SupInc,0,1.0,55.0,17.1,6.9,2.5,0.48,1,0.045454545454545456
120306,26,SupInc,4,4.0,28.0,15.0,2.38,1.82,0.69,0,0.065
120428,38,SupCom,4,8.0,91.0,3.9,1.02,2.53,0.08,1,0.0278021978021978
120482,42,SupCom,17,8.0,54.0,10.3,0.29,5.27,0.29,0,0.09759259259259258
120611,43,SupInc,13,11.0,59.0,11.0,1.72,4.77,0.3,1,0.08084745762711863
120614,37,Med,17,6.0,123.0,10.6,3.89,9.15,0.19,0,0.07439024390243902
120651,39,Med,0,10.0,38.0,7.5,0.2,2.65,0.27,0,0.06973684210526315
120658,21,Med,1,0.0,20.0,20.3,0.41,3.65,1.22,0,0.1825
120708,30,SupCom,5,3.0,62.0,2.6,0.7,0.91,0.07,0,0.01467741935483871
120724,52,Med,9,12.0,72.0,15.4,4.08,7.01,0.37,0,0.0973611111111111
120769,40,SupCom,5,9.0,62.0,8.0,1.49,3.47,0.21,1,0.05596774193548387
120806,23,Med,3,2.0,25.0,2.5,0.17,0.45,0.12,0,0.018000000000000002
120822,40,Med,2,7.0,32.0,3.4,0.18,0.91,0.14,0,0.0284375
120942,19,Med,0,0.0,37.0,3.0,0.21,0.9,0.11,0,0.024324324324324326
120999,22,SupCom,0,0.0,36.0,3.3,0.28,0.91,0.12,0,0.025277777777777777
121027,50,Bas,20,11.0,67.0,18.4,7.24,5.09,0.46,1,0.07597014925373134
121055,36,Posg,7,12.0,67.0,8.2,3.1,2.4,0.2,0,0.03582089552238806
121097,47,SupInc,14,16.0,36.0,0.9,0.08,0.24,0.03,0,0.006666666666666666
121113,19,Med,0,0.0,50.0,1.8,0.49,0.41,0.05,0,0.008199999999999999
121151,32,SupInc,10,7.0,70.0,3.2,0.85,1.39,0.08,1,0.019857142857142854
121201,20,SupInc,0,0.0,32.0,8.5,1.11,1.61,0.35,0,0.0503125
121202,20,Med,0,0.0,26.0,4.0,0.39,0.65,0.19,1,0.025
121206,22,SupCom,0,2.0,31.0,7.6,0.2,2.16,0.32,0,0.06967741935483872
121261,23,SupCom,0,2.0,45.0,10.7,0.61,4.2,0.34,1,0.09333333333333334
121266,62,Med,4,5.0,38.0,11.3,0.94,3.35,0.41,0,0.0881578947368421
121285,29,Med,9,3.0,69.0,6.7,1.07,3.55,0.16,0,0.05144927536231884
121287,34,Bas,6,6.0,33.0,6.4,0.53,1.59,0.26,0,0.04818181818181819
121349,18,Med,0,0.0,25.0,6.2,0.62,0.93,0.31,1,0.037200000000000004
121353,23,SupInc,2,2.0,47.0,14.6,2.94,3.93,0.46,1,0.08361702127659575
121366,35,Bas,5,8.0,62.0,8.5,1.99,3.28,0.22,1,0.05290322580645161
121378,30,SupInc,5,3.0,27.0,6.2,0.86,0.81,0.29,0,0.030000000000000002
121380,36,SupInc,7,10.0,118.0,11.2,8.48,4.73,0.21,1,0.04008474576271187
121382,18,Med,0,0.0,28.0,2.4,0.22,0.45,0.11,1,0.016071428571428573
121498,26,Med,2,4.0,30.0,40.7,5.49,6.72,1.76,1,0.224
121541,18,Med,0,0.0,33.0,8.2,0.84,1.87,0.33,1,0.05666666666666667
121565,31,Med,11,8.0,47.0,26.9,3.51,9.13,0.84,0,0.19425531914893618
121595,33,SupInc,3,2.0,46.0,3.8,0.41,1.34,0.12,0,0.029130434782608697
121735,20,Bas,2,0.0,20.0,18.8,1.19,2.57,1.13,1,0.1285
121758,22,SupCom,0,1.0,36.0,10.7,1.67,2.18,0.4,1,0.06055555555555556
121775,22,Med,3,1.0,45.0,11.1,1.85,3.15,0.36,0,0.06999999999999999
121777,22,Bas,4,1.0,24.0,4.4,0.53,0.52,0.23,0,0.021666666666666667
121795,26,SupCom,0,2.0,103.0,14.3,8.54,6.19,0.28,1,0.06009708737864078
121826,34,Bas,10,7.0,96.0,5.4,1.65,3.53,0.11,0,0.03677083333333333
121865,30,Bas,13,2.0,42.0,15.3,0.94,5.48,0.52,0,0.1304761904761905
121921,40,SupInc,15,5.0,53.0,23.5,1.91,10.55,0.68,1,0.19905660377358492
121925,21,Med,1,0.0,43.0,14.1,3.38,2.69,0.47,1,0.06255813953488372
121968,20,Med,0,0.0,28.0,18.0,3.07,1.97,0.82,1,0.07035714285714285
121979,18,Med,0,0.0,20.0,14.5,0.33,2.57,0.87,0,0.1285
122000,53,Med,24,8.0,129.0,2.7,1.01,2.48,0.05,0,0.019224806201550388
122036,70,Med,27,21.0,92.0,9.3,3.01,5.54,0.19,0,0.06021739130434783
122060,26,Posg,0,3.0,49.0,4.4,0.95,1.21,0.13,0,0.024693877551020406
122066,43,Med,16,7.0,119.0,18.1,8.16,13.38,0.33,1,0.11243697478991597
122084,38,SupInc,3,3.0,34.0,3.9,0.86,0.46,0.15,0,0.013529411764705884
122157,31,Med,3,6.0,45.0,0.7,0.13,0.19,0.02,0,0.004222222222222223
122192,24,SupCom,0,1.0,35.0,1.2,0.04,0.38,0.05,1,0.010857142857142857
122205,44,SupCom,21,14.0,314.0,4.7,3.5,11.26,0.06,0,0.03585987261146497
122372,52,SupInc,24,10.0,403.0,5.1,8.32,12.23,0.06,0,0.03034739454094293
122460,33,SupCom,3,2.0,40.0,1.2,0.26,0.22,0.04,0,0.0055
122484,26,SupCom,1,3.0,39.0,2.0,0.33,0.45,0.07,0,0.011538461538461539
122575,34,Med,4,8.0,46.0,5.5,0.7,1.83,0.17,0,0.03978260869565218
122602,54,SupCom,0,14.0,66.0,9.6,1.98,4.35,0.24,0,0.0659090909090909
122609,61,Bas,0,24.0,25.0,33.0,3.42,4.83,1.65,1,0.1932
122620,44,Posg,2,13.0,91.0,4.8,1.02,3.35,0.1,1,0.036813186813186814
122653,22,Med,0,2.0,16.0,9.8,0.31,1.26,0.71,1,0.07875
122655,19,Bas,3,0.0,21.0,7.1,0.48,1.01,0.41,0,0.048095238095238094
122694,20,Med,0,0.0,26.0,8.9,0.5,1.81,0.43,0,0.06961538461538462
122889,35,SupCom,10,7.0,44.0,0.5,0.11,0.11,0.02,0,0.0025
122943,24,SupCom,0,2.0,28.0,4.0,0.7,0.42,0.18,0,0.015
122999,30,Posg,1,6.0,33.0,7.4,0.63,1.81,0.3,0,0.05484848484848485
123027,21,Bas,1,1.0,29.0,24.0,2.2,4.76,1.07,0,0.16413793103448276
123040,45,SupCom,0,14.0,81.0,4.1,1.51,1.81,0.09,0,0.02234567901234568
123059,38,Posg,9,11.0,66.0,1.2,0.59,0.2,0.03,0,0.0030303030303030303
123079,21,Med,1,1.0,37.0,8.5,0.9,2.25,0.31,0,0.060810810810810814
123081,45,SupCom,7,13.0,42.0,36.8,10.19,5.27,1.24,1,0.12547619047619046
123125,40,Bas,22,8.0,141.0,11.0,5.06,10.45,0.19,0,0.07411347517730496
123128,22,SupCom,0,1.0,74.0,7.5,1.86,3.69,0.18,1,0.04986486486486486
123148,56,Med,34,21.0,475.0,2.3,3.88,7.05,0.03,0,0.014842105263157894
123179,37,Med,9,11.0,41.0,2.9,0.11,1.08,0.1,0,0.02634146341463415
123217,29,Med,3,2.0,42.0,9.3,1.77,2.14,0.31,0,0.05095238095238096
123230,37,SupCom,10,6.0,97.0,8.3,2.01,6.04,0.17,0,0.0622680412371134
123242,20,Bas,3,0.0,21.0,17.9,0.53,3.23,1.03,1,0.1538095238095238
123373,30,SupInc,6,4.0,20.0,9.7,0.51,1.43,0.58,1,0.0715
123402,26,SupCom,0,3.0,36.0,17.9,3.02,3.43,0.68,1,0.09527777777777778
123404,18,Med,0,0.0,47.0,3.6,1.21,0.48,0.11,0,0.010212765957446808
123432,31,Bas,5,7.0,27.0,4.2,0.56,0.57,0.2,0,0.02111111111111111
123464,44,SupInc,8,8.0,49.0,16.3,2.46,5.53,0.5,1,0.11285714285714286
123468,19,Med,0,0.0,24.0,12.5,0.94,2.06,0.65,1,0.08583333333333333
240017,77,Posg,2,24.0,28.0,10.6,1.37,1.6,0.48,0,0.05714285714285715
240070,37,SupCom,0,9.0,83.0,14.9,5.9,6.47,0.33,1,0.07795180722891566
240093,35,SupCom,9,6.0,123.0,6.1,1.7,5.8,0.11,0,0.04715447154471544
240152,24,SupCom,0,0.0,64.0,13.0,3.98,4.34,0.33,1,0.0678125
240198,31,SupCom,1,4.0,43.0,7.9,2.49,0.9,0.26,0,0.020930232558139535
240202,59,SupCom,19,21.0,174.0,27.9,16.41,32.14,0.44,1,0.18471264367816093
240252,18,Med,0,0.0,27.0,4.1,0.17,0.94,0.19,1,0.03481481481481481
240289,29,Med,8,5.0,35.0,21.1,1.65,5.73,0.81,1,0.16371428571428573
240302,38,SupCom,6,7.0,25.0,31.3,2.21,5.61,1.56,1,0.22440000000000002
240360,27,SupInc,3,5.0,26.0,2.0,0.04,0.48,0.1,1,0.01846153846153846
240403,49,Med,15,11.0,35.0,3.0,0.74,0.32,0.12,0,0.009142857142857144
240497,24,SupInc,1,2.0,23.0,14.8,0.8,2.61,0.79,1,0.11347826086956521
240505,27,SupCom,3,5.0,36.0,16.2,1.39,4.44,0.61,1,0.12333333333333335
240612,26,Med,2,4.0,26.0,14.5,0.56,3.21,0.7,0,0.12346153846153846
240623,32,SupCom,0,6.0,37.0,3.1,0.59,0.55,0.11,1,0.014864864864864866
240675,53,Posg,16,13.0,51.0,4.1,0.95,1.14,0.12,0,0.022352941176470586
240676,19,Med,0,0.0,17.0,14.1,1.04,1.36,0.97,1,0.08
240680,18,Med,0,0.0,19.0,6.4,0.4,0.82,0.4,1,0.0431578947368421
240694,19,Med,1,0.0,21.0,7.9,1.1,0.55,0.45,1,0.02619047619047619
240697,51,Med,25,16.0,96.0,21.5,7.31,13.33,0.44,0,0.13885416666666667
240705,30,Posg,3,2.0,40.0,16.9,2.22,4.54,0.59,1,0.1135
240722,63,Bas,22,21.0,61.0,13.5,1.83,6.41,0.36,0,0.10508196721311476
240764,30,SupCom,1,4.0,73.0,29.8,7.05,14.71,0.71,1,0.20150684931506851
240789,27,SupCom,3,3.0,43.0,4.5,0.58,1.36,0.15,0,0.03162790697674419
240792,42,Med,15,9.0,46.0,13.1,1.06,4.97,0.42,0,0.10804347826086956
240895,24,SupCom,0,3.0,44.0,13.5,2.38,3.56,0.44,1,0.08090909090909092
241000,20,Med,0,0.0,23.0,23.6,3.54,1.89,1.26,1,0.08217391304347825
241089,28,SupInc,4,5.0,20.0,6.2,0.57,0.67,0.37,0,0.0335
241132,25,Med,3,2.0,23.0,5.0,0.28,0.87,0.27,0,0.03782608695652174
241163,24,SupCom,0,3.0,49.0,5.0,0.87,1.58,0.15,1,0.03224489795918367
241191,36,SupInc,9,7.0,76.0,5.7,0.29,4.04,0.13,0,0.053157894736842105
241279,44,Med,11,12.0,50.0,22.0,2.11,8.89,0.66,0,0.1778
241350,23,SupInc,0,1.0,45.0,15.8,1.12,5.99,0.51,0,0.13311111111111112
241424,32,SupInc,1,4.0,26.0,3.3,0.24,0.62,0.16,0,0.023846153846153847
241525,32,Med,9,7.0,53.0,14.9,5.81,2.08,0.43,1,0.03924528301886793
241564,35,SupCom,7,6.0,76.0,7.0,0.56,4.76,0.16,0,0.06263157894736841
241582,30,SupInc,3,6.0,34.0,14.3,2.26,2.61,0.56,1,0.07676470588235294
241594,30,Bas,4,3.0,36.0,9.6,0.83,2.63,0.36,1,0.07305555555555555
241652,31,Med,6,5.0,26.0,6.5,0.33,1.36,0.32,0,0.05230769230769231
241732,23,Bas,0,2.0,16.0,17.2,0.91,1.84,1.25,1,0.115
241770,46,Bas,11,8.0,61.0,10.4,3.44,2.9,0.27,0,0.047540983606557376
241837,59,Bas,33,17.0,308.0,6.7,7.39,13.25,0.09,0,0.04301948051948052
241859,39,Posg,1,10.0,185.0,7.0,10.45,2.5,0.11,1,0.013513513513513514
241980,29,Posg,3,3.0,55.0,27.1,8.35,6.56,0.76,1,0.11927272727272727
242047,26,SupCom,2,4.0,19.0,3.8,0.11,0.62,0.24,0,0.03263157894736842
242106,34,Med,6,7.0,27.0,6.4,0.27,1.46,0.3,0,0.05407407407407407
242108,30,Bas,12,5.0,35.0,5.7,1.34,0.66,0.22,0,0.018857142857142857
242216,23,SupCom,0,2.0,29.0,9.4,0.84,1.89,0.42,1,0.06517241379310344
242303,22,SupCom,0,1.0,76.0,7.7,3.62,2.24,0.18,0,0.02947368421052632
242345,27,SupCom,0,4.0,46.0,1.9,0.23,0.64,0.06,1,0.01391304347826087
242430,30,SupInc,0,5.0,70.0,6.9,0.37,4.46,0.17,1,0.06371428571428571
242433,23,Med,0,1.0,22.0,9.0,0.71,1.27,0.5,0,0.05772727272727273
242464,42,Posg,12,13.0,34.0,6.1,0.56,1.52,0.24,0,0.04470588235294118
242467,29,SupCom,2,3.0,55.0,15.6,1.48,7.1,0.44,1,0.1290909090909091
242512,47,Med,16,8.0,66.0,1.7,0.1,1.02,0.04,0,0.015454545454545455
242560,34,SupCom,8,7.0,30.0,5.7,1.08,0.63,0.25,0,0.021
242597,31,Med,11,7.0,51.0,12.4,4.14,2.19,0.37,1,0.04294117647058823
242601,35,SupCom,10,4.0,53.0,19.0,3.64,6.43,0.55,0,0.12132075471698113
242691,19,Bas,2,0.0,21.0,12.0,0.15,2.37,0.69,0,0.11285714285714286
242710,30,Bas,7,7.0,40.0,11.4,1.78,2.78,0.4,1,0.06949999999999999
242840,25,SupCom,0,2.0,35.0,0.6,0.07,0.14,0.02,0,0.004
243028,38,Posg,11,8.0,40.0,8.8,1.65,1.87,0.31,0,0.04675
243048,18,Med,0,0.0,34.0,2.8,0.29,0.66,0.11,0,0.019411764705882354
243058,53,Med,10,14.0,62.0,13.4,2.38,5.93,0.35,1,0.09564516129032258
243076,31,Bas,10,5.0,60.0,27.3,6.27,10.11,0.73,1,0.16849999999999998
243083,38,SupCom,7,7.0,274.0,2.3,4.32,1.99,0.03,1,0.007262773722627737
243086,19,Med,0,0.0,21.0,2.5,0.03,0.49,0.14,0,0.023333333333333334
243118,20,Bas,2,0.0,18.0,2.3,0.06,0.36,0.15,0,0.02
243175,21,Med,2,1.0,22.0,9.2,1.05,0.98,0.51,1,0.04454545454545455
243209,19,Med,0,0.0,17.0,5.5,0.51,0.43,0.38,0,0.025294117647058825
243340,23,SupCom,0,1.0,42.0,12.2,2.24,2.88,0.41,0,0.06857142857142857
243351,65,Med,25,20.0,48.0,7.7,2.81,0.88,0.24,0,0.018333333333333333
243457,45,Posg,18,12.0,88.0,9.6,4.04,4.41,0.21,0,0.05011363636363637
243535,21,SupInc,0,1.0,22.0,1.5,0.1,0.23,0.08,0,0.010454545454545454
243547,54,SupInc,8,10.0,67.0,10.5,1.25,5.79,0.26,0,0.08641791044776119
243554,22,SupCom,0,2.0,24.0,8.0,0.64,1.28,0.41,1,0.05333333333333334
243564,20,SupInc,0,0.0,23.0,14.2,1.86,1.4,0.76,1,0.0608695652173913
243569,41,Med,12,9.0,58.0,13.1,3.78,3.81,0.36,0,0.06568965517241379
243578,36,Med,14,3.0,71.0,6.9,1.43,3.47,0.17,0,0.04887323943661972
243624,33,SupInc,11,8.0,79.0,10.8,3.08,5.45,0.24,0,0.0689873417721519
243673,23,Med,2,2.0,34.0,3.3,0.22,0.9,0.13,0,0.026470588235294117
243859,46,SupInc,8,6.0,119.0,5.6,1.11,5.55,0.1,1,0.046638655462184875
243929,21,SupInc,0,0.0,15.0,6.1,0.07,0.84,0.47,1,0.056
243957,28,SupCom,2,4.0,62.0,34.8,3.86,17.71,0.91,1,0.2856451612903226
243958,39,SupInc,9,8.0,69.0,6.0,0.55,3.59,0.15,0,0.05202898550724638
243998,54,SupCom,4,9.0,69.0,12.0,1.18,7.1,0.29,0,0.10289855072463767
244010,75,Bas,22,23.0,56.0,7.8,1.79,2.58,0.22,0,0.046071428571428576
244023,31,SupCom,1,7.0,69.0,0.4,0.19,0.0,0.01,0,0.0
244034,55,Med,32,8.0,229.0,4.9,3.03,8.19,0.07,0,0.03576419213973799
244067,20,SupInc,0,0.0,18.0,17.4,0.42,2.71,1.14,0,0.15055555555555555
244106,39,Posg,3,9.0,42.0,15.2,3.08,3.31,0.51,0,0.07880952380952382
244123,37,SupInc,2,8.0,55.0,8.0,1.64,2.76,0.23,0,0.050181818181818175
244159,20,SupInc,0,0.0,41.0,4.3,0.47,1.29,0.15,0,0.03146341463414634
244190,57,SupCom,10,10.0,149.0,10.0,3.64,11.26,0.17,0,0.07557046979865771
244208,50,Bas,20,15.0,117.0,7.6,3.15,5.74,0.14,0,0.049059829059829065
244269,33,Bas,2,7.0,28.0,1.6,0.14,0.31,0.07,0,0.01107142857142857
244280,36,Bas,16,10.0,44.0,7.4,1.96,1.3,0.24,0,0.029545454545454545
244286,21,Med,1,0.0,29.0,5.7,0.64,1.01,0.25,0,0.03482758620689655
244337,37,SupInc,12,11.0,121.0,13.6,4.69,11.77,0.25,0,0.09727272727272727
244354,27,Posg,0,4.0,24.0,6.1,0.17,1.3,0.32,1,0.05416666666666667
295009,28,SupCom,5,5.0,112.0,9.9,0.93,10.16,0.19,0,0.09071428571428572
295028,27,SupInc,4,5.0,40.0,13.2,3.73,1.55,0.46,0,0.03875
295035,32,SupInc,4,3.0,37.0,4.1,0.48,1.04,0.15,1,0.02810810810810811
295057,28,Med,6,5.0,33.0,20.5,1.1,5.67,0.83,1,0.17181818181818181
295083,24,SupCom,0,2.0,35.0,12.1,2.47,1.77,0.47,1,0.05057142857142857
295134,20,Med,0,0.0,44.0,3.9,1.07,0.65,0.13,0,0.014772727272727272
295153,39,SupCom,16,4.0,47.0,16.5,4.16,3.6,0.52,0,0.07659574468085106
295187,38,SupCom,11,8.0,145.0,18.5,1.45,25.38,0.31,0,0.17503448275862069
295193,65,Med,38,11.0,352.0,2.5,0.39,8.41,0.03,0,0.023892045454545454
295270,56,Med,34,19.0,215.0,13.9,14.37,15.51,0.2,0,0.07213953488372093
295295,18,Med,0,0.0,57.0,3.1,1.24,0.53,0.09,1,0.009298245614035089
295339,20,Bas,0,1.0,18.0,9.5,0.16,1.55,0.62,0,0.08611111111111111
295367,62,Bas,4,13.0,27.0,13.2,1.73,1.84,0.62,0,0.06814814814814815
295386,39,Med,13,8.0,112.0,21.2,4.63,19.11,0.4,1,0.170625
295449,29,SupCom,3,2.0,102.0,9.8,4.83,5.17,0.19,1,0.05068627450980392
